0.0000000000	0.0000000000
0.0015376243	0.0000000000
0.0030835797	0.0000000000
0.0062008685	0.0000000000
0.0125400515	0.0000000000
0.0256625813	0.0000000000
0.0539292166	0.0000000000
0.1254426898	0.0000000000
0.1311574697	0.0000000000
0.1368722496	0.0000000000
0.1483018093	0.0000000000
0.1711609288	0.0000000000
0.2168791677	0.0000000000
0.2225939476	0.0000000000
0.2283087275	0.0000000000
0.2397382872	0.0000000000
0.2625974067	0.0000000000
0.3083156456	0.0000000000
0.3140304255	0.0000000000
0.3197452053	0.0000000000
0.3311747651	0.0000000000
0.3540338845	0.0000000000
0.3597486644	0.0000000000
0.3654634443	0.0000000000
0.3768930040	0.0000000000
0.3997521235	0.0000000000
0.4054669034	0.0000000000
0.4111816832	0.0000000000
0.4226112430	0.0000000000
0.4283260228	0.0000000000
0.4340408027	0.0000000000
0.4397555826	0.0000000000
0.4454703624	0.0000000000
0.4480291774	0.0337946695
0.4475681102	0.0581198696
0.4471068073	0.0749337109
0.4466452683	0.0886200298
0.4461834929	0.1004652329
0.4457214810	0.1110600329
0.4452592320	0.1207340386
0.4447967458	0.1296934871
0.4443646934	0.1375375963
0.4439324336	0.1449618518
0.4430672912	0.1587831409
0.4413345082	0.1833637339
0.4409007905	0.1890177146
0.4404668637	0.1945104310
0.4395983814	0.2050634899
0.4378588958	0.2247188067
0.4374234978	0.2293760228
0.4369878886	0.2339430651
0.4361160358	0.2428268982
0.4343697861	0.2597118259
0.4308670542	0.2906515392
0.4304282487	0.2942995963
0.4299892282	0.2979050188
0.4291105409	0.3049939963
0.4273505747	0.3187221972
0.4238202192	0.3446270820
0.4167173603	0.3916317742
0.4162802947	0.3943431684
0.4158430145	0.3970375971
0.4149678094	0.4023769198
0.4132148138	0.4128664392
0.4096984240	0.4331530452
0.4026235964	0.4713708803
0.3883020190	0.5406786716
0.3878124413	0.5428953329
0.3873225914	0.5451044646
0.3863420736	0.5495005088
0.3843777560	0.5582062469
0.3804359129	0.5752911619
0.3724987465	0.6082867301
0.3564051486	0.6704127789
0.3255451215	0.7764434990
0.2908047132	0.8818074466
0.2552650795	0.9793057063
0.2207150402	1.0670933830
0.1815831099	1.1605933150
0.1433506221	1.2476809880
0.1041590189	1.3341444100
0.0596381381	1.4307563850
0.0162793506	1.5253471500
-0.0322176499	1.6354738410
-0.0329674565	1.6372437680
-0.0337172727	1.6390165010
-0.0352168966	1.6425704510
-0.0382158239	1.6497128030
-0.0442099485	1.6641394850
-0.0561609175	1.6935954320
-0.0569052047	1.6954645240
-0.0576490862	1.6973370460
-0.0591355653	1.7010924600
-0.0621028915	1.7086453700
-0.0680107893	1.7239243780
-0.0796816315	1.7552142330
-0.0803543659	1.7570696260
-0.0810261329	1.7589286130
-0.0823666761	1.7626574420
-0.0850351210	1.7701590300
-0.0903157379	1.7853420060
-0.1006012274	1.8164590240
-0.1012296442	1.8184383030
-0.1018561573	1.8204217330
-0.1031033280	1.8244011140
-0.1055732019	1.8324103800
-0.1104061585	1.8486341310
-0.1195673999	1.8819234320
-0.1201603926	1.8842213710
-0.1207494663	1.8865246010
-0.1219155767	1.8911469450
-0.1241976901	1.9004552420
-0.1285452681	1.9193259890
-0.1290669388	1.9217085550
-0.1295835125	1.9240963620
-0.1306010560	1.9288876560
-0.1325714764	1.9385324990
-0.1362353042	1.9580665950
-0.1366656873	1.9605307590
-0.1370896569	1.9629997940
-0.1379180166	1.9679523260
-0.1394940385	1.9779141400
-0.1398707358	1.9804161550
-0.1402402888	1.9829227360
-0.1409578608	1.9879492110
-0.1423042505	1.9980542160
-0.1426218532	2.0005909600
-0.1429316936	2.0031317740
-0.1435277678	2.0082253560
-0.1438138411	2.0107779860
-0.1440918330	2.0133344120
-0.1446232568	2.0184583660
-0.1448765362	2.0210257360
-0.1451214247	2.0235965980
-0.1455857306	2.0287484800
-0.1458050051	2.0313293260
-0.1460155989	2.0339133230
-0.1464104601	2.0390904260
-0.1465826015	2.0415105110
-0.1467469480	2.0439330310
-0.1470520492	2.0487850550
-0.1471927005	2.0512144010
-0.1473253527	2.0536458630
-0.1475664798	2.0585147970
-0.1476748653	2.0609520970
-0.1477750724	2.0633911710
-0.1478670570	2.0658319340
-0.1479507807	2.0682742970
-0.1480262074	2.0707181670
-0.1480933008	2.0731634540
-0.1481520247	2.0756100650
-0.1482023430	2.0780579080
-0.1482442219	2.0805068910
-0.1482776341	2.0829569190
-0.1483025529	2.0854078950
-0.1483189519	2.0878597210
-0.1483268042	2.0903123020
-0.1483260834	2.0927655400
-0.1483167670	2.0952193370
-0.1482988394	2.0976735950
-0.1482722857	2.1001282110
-0.1482370907	2.1025830880
-0.1481932395	2.1050381230
-0.1481407169	2.1074932170
-0.1480795091	2.1099482690
-0.1480096105	2.1124031770
-0.1479310190	2.1148578380
-0.1478437328	2.1173121520
-0.1477477496	2.1197660150
-0.1476430676	2.1222193270
-0.1475296852	2.1246719850
-0.1474076081	2.1271238880
-0.1472768436	2.1295749320
-0.1471373987	2.1320250150
-0.1468325070	2.1369218930
-0.1466670883	2.1393684850
-0.1464929952	2.1418137040
-0.1461190870	2.1466996600
-0.1459192678	2.1491401880
-0.1457109026	2.1515789520
-0.1452686371	2.1564507920
-0.1450347930	2.1588836740
-0.1447925156	2.1613144020
-0.1442827934	2.1661690150
-0.1431637042	2.1758482540
-0.1428634057	2.1782612820
-0.1425549762	2.1806714160
-0.1419138365	2.1854826250
-0.1405363613	2.1950666370
-0.1401416737	2.1976535220
-0.1397378886	2.2002362030
-0.1389035297	2.2053886590
-0.1371294443	2.2156391670
-0.1366644312	2.2181899360
-0.1361909435	2.2207357650
-0.1352190829	2.2258124010
-0.1331779012	2.2359032160
-0.1326478124	2.2384124810
-0.1321099849	2.2409162330
-0.1310114753	2.2459069370
-0.1287256062	2.2558194590
-0.1238192747	2.2753571480
-0.1231764389	2.2777715420
-0.1225273495	2.2801796250
-0.1212107822	2.2849767360
-0.1185066539	2.2944938830
-0.1128350221	2.3132150660
-0.1005936502	2.3493849200
-0.0998091786	2.3515490240
-0.0990212959	2.3537067630
-0.0974355726	2.3580031860
-0.0942261810	2.3665201190
-0.0876698902	2.3832535510
-0.0741108918	2.4155514530
-0.0458753004	2.4758049240
-0.0450390935	2.4774810760
-0.0442024416	2.4791529300
-0.0425278823	2.4824838250
-0.0391742996	2.4890949560
-0.0324534960	2.5021192420
-0.0189869866	2.5274123370
0.0078611303	2.5752496460
0.0646414828	2.6686073520
0.1150897872	2.7458987050
0.1619540232	2.8147069910
0.2100215466	2.8832631840
0.2524873979	2.9426376860
0.2961601581	3.0028730490
0.3368948723	3.0585158340
0.3731680502	3.1077526260
0.4108091005	3.1586303040
0.4445006829	3.2040450430
0.4762932360	3.2468343290
0.5095243669	3.2915266690
0.5394365393	3.3317513280
0.5707664424	3.3738998340
0.5990690801	3.4120063040
