1.0000000000	0.0000000000
0.9976589420	0.0000000000
0.9953092034	0.0000000000
0.9905832902	0.0000000000
0.9810226716	0.0000000000
0.9614402709	0.0000000000
0.9201853682	0.0000000000
0.8223995772	0.0000000000
0.8157764278	0.0000000000
0.8091532785	0.0000000000
0.7959069798	0.0000000000
0.7694143825	0.0000000000
0.7164291878	0.0000000000
0.7098060385	0.0000000000
0.7031828892	0.0000000000
0.6899365905	0.0000000000
0.6634439932	0.0000000000
0.6104587985	0.0000000000
0.6038356492	0.0000000000
0.5972124998	0.0000000000
0.5839662012	0.0000000000
0.5574736038	0.0000000000
0.5508504545	0.0000000000
0.5442273052	0.0000000000
0.5309810065	0.0000000000
0.5044884092	0.0000000000
0.4978652598	0.0000000000
0.4912421105	0.0000000000
0.4779958118	0.0000000000
0.4713726625	0.0000000000
0.4647495132	0.0000000000
0.4581263638	0.0000000000
0.4515032145	0.0000000000
0.4480291774	-0.0337946695
0.4475681102	-0.0581198696
0.4471068073	-0.0749337109
0.4466452683	-0.0886200298
0.4461834929	-0.1004652329
0.4457214810	-0.1110600329
0.4452592320	-0.1207340386
0.4447967458	-0.1296934871
0.4443646934	-0.1375375963
0.4439324336	-0.1449618518
0.4430672912	-0.1587831409
0.4413345082	-0.1833637338
0.4409007905	-0.1890177149
0.4404668637	-0.1945104312
0.4395983814	-0.2050634902
0.4378588958	-0.2247188069
0.4374234978	-0.2293760231
0.4369878886	-0.2339430653
0.4361160358	-0.2428268984
0.4343697861	-0.2597118261
0.4308670542	-0.2906515394
0.4304282487	-0.2942995965
0.4299892282	-0.2979050190
0.4291105409	-0.3049939965
0.4273505747	-0.3187221974
0.4238202192	-0.3446270822
0.4167173603	-0.3916317743
0.4162802947	-0.3943431686
0.4158430145	-0.3970375972
0.4149678094	-0.4023769199
0.4132148138	-0.4128664393
0.4096984240	-0.4331530453
0.4026235964	-0.4713708804
0.3883020190	-0.5406786717
0.3878124413	-0.5428953330
0.3873225914	-0.5451044647
0.3863420736	-0.5495005089
0.3843777560	-0.5582062470
0.3804359129	-0.5752911620
0.3724987465	-0.6082867302
0.3564051486	-0.6704127790
0.3255451215	-0.7764434991
0.2908047132	-0.8818074466
0.2552650795	-0.9793057064
