0	-2	-3.464101615
1	-1.999598285	-3.463532326
2	-1.999196393	-3.462962776
3	-1.998392085	-3.461822897
4	-1.996781358	-3.459540016
5	-1.99355142	-3.454961675
6	-1.98705729	-3.445754106
7	-1.973929233	-3.427130363
8	-1.944796747	-3.385743362
9	-1.916717356	-3.345755995
10	-1.888302	-3.305167037
11	-1.856405109	-3.259418763
12	-1.825545063	-3.214922873
13	-1.790804629	-3.164484635
14	-1.755264973	-3.112406481
15	-1.720714918	-3.061190089
16	-1.681582973	-3.002284901
17	-1.643350473	-2.943542037
18	-1.604158858	-2.881706163
19	-1.559637969	-2.80872926
20	-1.516279178	-2.73362025
21	-1.467782189	-2.642090665
22	-1.467032382	-2.640586854
23	-1.466282565	-2.639079677
24	-1.464782942	-2.636055156
25	-1.461784017	-2.629964967
26	-1.455789904	-2.617615995
27	-1.443838943	-2.592210296
28	-1.443094656	-2.590589737
29	-1.442350774	-2.588965211
30	-1.440864297	-2.585704176
31	-1.437896974	-2.5791336
32	-1.431989092	-2.565793681
33	-1.420318269	-2.538280959
34	-1.419645534	-2.53664161
35	-1.418973768	-2.534998218
36	-1.417633232	-2.531699228
37	-1.414964799	-2.525051935
38	-1.40968419	-2.511556125
39	-1.399398732	-2.483728556
40	-1.398770317	-2.481951142
41	-1.398143805	-2.480169139
42	-1.396896636	-2.476591309
43	-1.394426772	-2.469379937
44	-1.389593852	-2.454731211
45	-1.380432653	-2.424509749
46	-1.379839667	-2.422415838
47	-1.3792506	-2.420316138
48	-1.378084498	-2.416099356
49	-1.375802399	-2.407596244
50	-1.371454854	-2.390312189
51	-1.370933187	-2.388125747
52	-1.370416617	-2.385933576
53	-1.369399084	-2.381532096
54	-1.367428682	-2.372661007
55	-1.363764896	-2.354651125
56	-1.363334518	-2.352375312
57	-1.362910554	-2.350094143
58	-1.362082207	-2.345515894
59	-1.360506208	-2.336296887
60	-1.360129517	-2.333979372
61	-1.359759963	-2.331656816
62	-1.359042384	-2.326996938
63	-1.357696049	-2.317619436
64	-1.357378455	-2.315263373
65	-1.357068622	-2.312902761
66	-1.356472561	-2.308168161
67	-1.356186493	-2.305794313
68	-1.355908508	-2.303416193
69	-1.355377101	-2.298647425
70	-1.35512383	-2.296256936
71	-1.354878947	-2.293862485
72	-1.354414652	-2.289062025
73	-1.354195387	-2.286656179
74	-1.353984802	-2.284246709
75	-1.353589951	-2.279417256
76	-1.353417813	-2.277158777
77	-1.353253474	-2.274897452
78	-1.35294839	-2.270366583
79	-1.352807744	-2.268097203
80	-1.352675095	-2.265825302
81	-1.352433981	-2.261274268
82	-1.352325607	-2.258995303
83	-1.352225409	-2.256714156
84	-1.352133429	-2.254430918
85	-1.352049708	-2.252145677
86	-1.351974286	-2.249858523
87	-1.351907203	-2.247569545
88	-1.351848494	-2.245278835
89	-1.351798188	-2.242986488
90	-1.351756315	-2.2406926
91	-1.351722907	-2.238397266
92	-1.351697993	-2.23610058
93	-1.351681603	-2.233802638
94	-1.351673765	-2.231503537
95	-1.351674499	-2.229203375
96	-1.351683822	-2.226902254
97	-1.351701754	-2.224600271
98	-1.351728312	-2.222297526
99	-1.351763513	-2.219994119
100	-1.351807377	-2.21769015
101	-1.351859915	-2.215385721
102	-1.351921131	-2.213080933
103	-1.351991033	-2.210775889
104	-1.352069625	-2.208470691
105	-1.352156914	-2.20616544
106	-1.352252905	-2.203860239
107	-1.352357599	-2.201555191
108	-1.35247099	-2.199250398
109	-1.352593074	-2.196945962
110	-1.352723846	-2.194641986
111	-1.3528633	-2.192338572
112	-1.353168206	-2.187733837
113	-1.353333632	-2.185432719
114	-1.353507739	-2.183132576
115	-1.353881662	-2.178535585
116	-1.354081489	-2.176238944
117	-1.354289862	-2.173943671
118	-1.354732142	-2.169357624
119	-1.354965994	-2.167067045
120	-1.355208278	-2.164778225
121	-1.355718015	-2.160206243
122	-1.356837133	-2.151087534
123	-1.357137439	-2.148813653
124	-1.357445876	-2.146542273
125	-1.358087041	-2.142007393
126	-1.35946455	-2.132971332
127	-1.359859245	-2.130531805
128	-1.360263043	-2.128096022
129	-1.361097417	-2.123235983
130	-1.362871532	-2.113564811
