131	-1.363336553	-2.111157733
132	-1.363810052	-2.108755136
133	-1.364781927	-2.103963595
134	-1.366823136	-2.094437497
135	-1.367353232	-2.092068273
136	-1.367891066	-2.089704107
137	-1.368989588	-2.084991211
138	-1.371275482	-2.075628861
139	-1.37618186	-2.05716979
140	-1.376824701	-2.054888193
141	-1.377473795	-2.052612455
142	-1.378790373	-2.048078684
143	-1.381494524	-2.039082824
144	-1.387166192	-2.021382687
145	-1.399407622	-1.987169261
146	-1.400192097	-1.985121504
147	-1.400979982	-1.983079685
148	-1.40256571	-1.979013823
149	-1.405775113	-1.970952895
150	-1.412331422	-1.955111063
151	-1.425890449	-1.924515051
152	-1.45412607	-1.86734263
153	-1.454962277	-1.865749884
154	-1.45579893	-1.864161076
155	-1.45747349	-1.860995185
156	-1.460827074	-1.854709724
157	-1.46754788	-1.842319442
158	-1.481014391	-1.818225195
159	-1.507862501	-1.772510195
160	-1.564642826	-1.682502029
161	-1.615091097	-1.606797507
162	-1.661955302	-1.538097021
163	-1.710022795	-1.468017059
164	-1.752488623	-1.405647038
165	-1.796161363	-1.340393231
166	-1.836896062	-1.277951648
167	-1.873169231	-1.220608577
168	-1.910810276	-1.158882663
169	-1.944501858	-1.101252979
170	-1.976294415	-1.044344838
171	-2.009525558	-0.981659121
172	-2.039437753	-0.921805567
173	-2.070767695	-0.854779019
174	-2.099070387	-0.789421955
175	-2.125989951	-0.72179851
176	-2.154326619	-0.642928031
177	-2.180017282	-0.561829601
178	-2.180446281	-0.560374612
179	-2.180875084	-0.558916459
180	-2.181732105	-0.55599056
181	-2.183443811	-0.550099642
182	-2.186857924	-0.53815511
183	-2.193649324	-0.51356023
184	-2.194072171	-0.511989408
185	-2.194494829	-0.510414405
186	-2.19533958	-0.507251695
187	-2.197026824	-0.500874325
188	-2.200392325	-0.487901992
189	-2.207087739	-0.460998841
190	-2.207497043	-0.459302573
191	-2.207906172	-0.457600688
192	-2.208723903	-0.454179823
193	-2.21035726	-0.447267826
194	-2.213615598	-0.433146788
195	-2.22009909	-0.403567735
196	-2.220502852	-0.401653028
197	-2.220906444	-0.399729885
198	-2.221713117	-0.395857811
199	-2.223324426	-0.388006841
200	-2.226538941	-0.371845645
201	-2.232935859	-0.33737201
202	-2.233307503	-0.335259528
203	-2.233679005	-0.333134383
204	-2.234421577	-0.328845108
205	-2.235905009	-0.320103448
206	-2.238865046	-0.30190043
207	-2.239234414	-0.299550952
208	-2.239603641	-0.297183714
209	-2.240341672	-0.29239423
210	-2.241816048	-0.282582075
211	-2.244758091	-0.26190104
212	-2.245125221	-0.259204067
213	-2.245492212	-0.256479657
214	-2.24622578	-0.250944961
215	-2.247691263	-0.239504053
216	-2.24805729	-0.236559872
217	-2.248423181	-0.233579585
218	-2.249154553	-0.227505072
219	-2.250615667	-0.214854435
220	-2.250980607	-0.21157639
221	-2.251345413	-0.208247917
222	-2.252074623	-0.201429341
223	-2.253531446	-0.187063138
224	-2.253895323	-0.183298841
225	-2.254259069	-0.179456976
226	-2.254986173	-0.171519257
227	-2.256438862	-0.154442447
228	-2.256832311	-0.149481855
229	-2.257225621	-0.144352806
230	-2.258011839	-0.133510864
231	-2.25840476	-0.127748422
232	-2.258797566	-0.121715714
233	-2.259582888	-0.108657414
234	-2.259975448	-0.101504163
235	-2.260367991	-0.093809835
236	-2.260760585	-0.085428448
237	-2.261153359	-0.076133308
238	-2.261546588	-0.065536782
239	-2.261941013	-0.052862062
240	-2.262339886	-0.035975734
241	-2.277037179	0
242	-2.304381875	0
243	-2.320082529	0
244	-2.342998768	0
245	-2.376205185	0
246	-2.42426919	0
247	-2.42938395	0
248	-2.434361299	0
249	-2.443947273	0
250	-2.461878449	0
251	-2.494030469	0
252	-2.548821048	0
253	-2.551739228	0
254	-2.554632427	0
255	-2.560346625	0
256	-2.571503607	0
257	-2.592850681	0
258	-2.632392531	0
259	-2.702441966	0
260	-2.818293049	0
261	-2.92488889	0
262	-3.01302709	0
263	-3.014488999	0
264	-3.015948588	0
265	-3.018860848	0
266	-3.024658016	0
267	-3.036145414	0
268	-3.058710996	0
269	-3.060103919	0
270	-3.061494847	0
271	-3.064270754	0
272	-3.069799022	0
273	-3.080763268	0
274	-3.082125307	0
275	-3.083485487	0
276	-3.086200298	0
277	-3.091607941	0
278	-3.092955318	0
279	-3.094300896	0
280	-3.096986687	0
281	-3.098326914	0
282	-3.099665372	0
283	-3.101002067	0
284	-3.102337008	0
